StudentID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,PerformanceScore,DropoutRisk
S07117,24,81,1,1,2,1,1,19,3,11,1,58,83,1,0,1,74.9,Low Risk
S07118,24,81,1,1,2,1,1,25,3,17,0,64,62,1,0,2,68.3,Low Risk
S07119,24,81,1,1,2,1,1,28,2,18,0,98,55,1,2,2,75.7,Low Risk
S07120,24,81,1,1,2,1,1,19,3,11,1,58,83,1,0,1,74.9,Low Risk
S07121,24,81,1,1,2,1,1,25,3,17,0,64,62,1,0,2,68.3,Low Risk
S07122,24,81,1,1,2,1,1,28,2,18,0,98,55,1,2,2,75.7,Low Risk
S07123,18,97,1,0,0,1,0,29,3,18,0,72,73,1,2,1,79.89999999999999,Low Risk
S07124,18,97,1,0,0,1,0,25,3,1,1,75,53,0,2,3,72.8,Low Risk
S07125,18,97,2,0,0,1,0,29,3,18,0,72,73,1,2,1,79.89999999999999,Low Risk
S07126,18,97,2,0,0,1,0,25,3,1,1,75,53,0,2,3,72.8,Low Risk
S07127,18,97,2,1,1,1,0,29,3,18,0,72,73,1,2,1,79.89999999999999,Low Risk
S07128,18,97,2,1,1,1,0,25,3,1,1,75,53,0,2,3,72.8,Low Risk
S07129,18,97,0,0,1,1,0,29,3,18,0,72,73,1,2,1,79.89999999999999,Low Risk
S07130,18,97,0,0,1,1,0,25,3,1,1,75,53,0,2,3,72.8,Low Risk
S07131,10,82,1,0,0,1,1,28,1,6,0,57,69,0,1,2,69.3,Low Risk
S07132,10,82,1,0,0,1,1,28,3,5,0,66,76,1,2,1,74.8,Low Risk
S07133,29,91,2,1,1,0,0,27,3,6,0,66,75,1,2,1,77.1,Low Risk
S07134,29,91,1,0,0,1,0,27,3,6,0,66,75,1,2,1,77.1,Low Risk
S07135,13,71,2,0,0,1,1,22,1,8,0,56,96,1,2,0,76.5,Medium Risk
S07136,13,71,2,0,0,1,1,29,3,12,0,57,51,1,2,3,58.8,Medium Risk
S07137,13,71,1,1,1,1,1,22,1,8,0,56,96,1,2,0,76.5,Medium Risk
S07138,13,71,1,1,1,1,1,29,3,12,0,57,51,1,2,3,58.8,Medium Risk
S07139,13,71,1,0,1,1,1,22,1,8,0,56,96,1,2,0,76.5,Medium Risk
S07140,13,71,1,0,1,1,1,29,3,12,0,57,51,1,2,3,58.8,Medium Risk
S07141,13,71,0,0,0,1,1,22,1,8,0,56,96,1,2,0,76.5,Medium Risk
S07142,13,71,0,0,0,1,1,29,3,12,0,57,51,1,2,3,58.8,Medium Risk
S07143,26,93,1,0,1,1,1,28,3,10,0,98,90,1,1,0,93.30000000000001,Low Risk
S07144,26,93,1,0,1,1,1,18,1,9,1,79,94,1,0,0,89.19999999999999,Low Risk
S07145,26,93,2,1,1,1,1,28,3,10,0,98,90,1,1,0,93.30000000000001,Low Risk
S07146,26,93,2,1,1,1,1,18,1,9,1,79,94,1,0,0,89.19999999999999,Low Risk
S07147,26,93,1,0,1,1,1,28,3,10,0,98,90,1,1,0,93.30000000000001,Low Risk
S07148,26,93,1,0,1,1,1,18,1,9,1,79,94,1,0,0,89.19999999999999,Low Risk
S07149,26,93,1,0,1,1,1,28,3,10,0,98,90,1,1,0,93.30000000000001,Low Risk
S07150,26,93,1,0,1,1,1,18,1,9,1,79,94,1,0,0,89.19999999999999,Low Risk
S07151,30,93,2,1,1,1,0,22,2,8,1,73,99,0,0,0,89.4,Low Risk
S07152,25,72,2,1,1,1,1,21,1,18,0,73,57,1,1,2,66.3,Medium Risk
S07153,25,72,2,1,1,1,1,19,3,13,1,81,56,1,0,2,68.3,Medium Risk
S07154,25,72,0,1,0,1,1,21,1,18,0,73,57,1,1,2,66.3,Medium Risk
S07155,25,72,0,1,0,1,1,19,3,13,1,81,56,1,0,2,68.3,Medium Risk
S07156,25,72,1,1,0,1,1,21,1,18,0,73,57,1,1,2,66.3,Medium Risk
S07157,25,72,1,1,0,1,1,19,3,13,1,81,56,1,0,2,68.3,Medium Risk
S07158,25,72,1,0,0,1,1,21,1,18,0,73,57,1,1,2,66.3,Medium Risk
S07159,25,72,1,0,0,1,1,19,3,13,1,81,56,1,0,2,68.3,Medium Risk
S07160,25,72,1,1,0,1,1,21,1,18,0,73,57,1,1,2,66.3,Medium Risk
S07161,25,72,1,1,0,1,1,19,3,13,1,81,56,1,0,2,68.3,Medium Risk
S07162,25,72,1,1,2,1,1,21,1,18,0,73,57,1,1,2,66.3,Medium Risk
S07163,25,72,1,1,2,1,1,19,3,13,1,81,56,1,0,2,68.3,Medium Risk
S07164,25,72,0,1,2,1,1,21,1,18,0,73,57,1,1,2,66.3,Medium Risk
S07165,25,72,0,1,2,1,1,19,3,13,1,81,56,1,0,2,68.3,Medium Risk
S07166,11,69,1,0,1,1,1,19,0,5,1,76,97,0,2,0,82.30000000000001,Medium Risk
S07167,11,69,1,1,0,1,1,19,0,5,1,76,97,0,2,0,82.30000000000001,Medium Risk
S07168,11,69,1,1,0,1,1,19,0,5,1,76,97,0,2,0,82.30000000000001,Medium Risk
S07169,29,60,2,1,1,1,0,23,3,7,1,99,68,1,0,2,74.9,Medium Risk
S07170,29,60,2,1,1,1,0,21,2,17,0,55,42,1,2,3,51.3,Medium Risk
S07171,23,70,2,1,2,1,0,22,1,20,1,87,44,1,2,3,64.7,Medium Risk
S07172,23,70,2,1,2,1,0,28,3,5,0,72,90,1,2,0,78.6,Medium Risk
S07173,23,70,2,1,1,1,0,22,1,20,1,87,44,1,2,3,64.7,Medium Risk
S07174,23,70,2,1,1,1,0,28,3,5,0,72,90,1,2,0,78.6,Medium Risk
S07175,23,70,2,0,0,1,0,22,1,20,1,87,44,1,2,3,64.7,Medium Risk
S07176,23,70,2,0,0,1,0,28,3,5,0,72,90,1,2,0,78.6,Medium Risk
S07177,22,75,0,1,1,1,0,23,3,2,1,89,89,0,2,0,84.8,Low Risk
S07178,22,75,1,0,2,1,0,23,3,2,1,89,89,0,2,0,84.8,Low Risk
S07179,16,62,1,0,2,1,0,18,3,6,0,56,52,1,2,3,56.2,Medium Risk
S07180,16,62,1,0,2,1,0,21,1,5,1,63,56,1,2,2,59.89999999999999,Medium Risk
S07181,16,62,2,0,1,0,0,18,3,6,0,56,52,1,2,3,56.2,Medium Risk
S07182,16,62,2,0,1,0,0,21,1,5,1,63,56,1,2,2,59.89999999999999,Medium Risk
S07183,16,62,1,0,0,1,0,18,3,6,0,56,52,1,2,3,56.2,Medium Risk
S07184,16,62,1,0,0,1,0,21,1,5,1,63,56,1,2,2,59.89999999999999,Medium Risk
S07185,16,62,1,0,1,1,0,18,3,6,0,56,52,1,2,3,56.2,Medium Risk
S07186,16,62,1,0,1,1,0,21,1,5,1,63,56,1,2,2,59.89999999999999,Medium Risk
S07187,16,62,0,0,2,1,0,18,3,6,0,56,52,1,2,3,56.2,Medium Risk
S07188,16,62,0,0,2,1,0,21,1,5,1,63,56,1,2,2,59.89999999999999,Medium Risk
S07189,20,99,1,0,1,1,0,27,2,4,1,62,90,1,2,0,84.3,Low Risk
S07190,20,99,1,0,1,1,0,27,3,14,1,61,97,0,0,0,86.80000000000001,Low Risk
S07191,20,99,0,1,0,1,0,27,2,4,1,62,90,1,2,0,84.3,Low Risk
S07192,20,99,0,1,0,1,0,27,3,14,1,61,97,0,0,0,86.80000000000001,Low Risk
S07193,27,89,1,0,1,1,0,26,3,4,1,74,96,1,1,0,87.30000000000001,Low Risk
S07194,27,89,1,0,1,1,0,21,3,17,0,97,51,1,1,3,76.2,Low Risk
S07195,27,89,0,0,1,1,0,26,3,4,1,74,96,1,1,0,87.30000000000001,Low Risk
S07196,27,89,0,0,1,1,0,21,3,17,0,97,51,1,1,3,76.2,Low Risk
S07197,27,89,1,1,1,1,0,26,3,4,1,74,96,1,1,0,87.30000000000001,Low Risk
S07198,27,89,1,1,1,1,0,21,3,17,0,97,51,1,1,3,76.2,Low Risk
S07199,23,73,1,1,1,1,0,24,1,5,1,96,86,1,1,0,85.1,Medium Risk
S07200,23,73,1,1,1,1,0,21,0,6,0,96,82,0,2,1,83.5,Medium Risk
S07201,23,73,1,1,1,1,0,23,1,17,1,58,93,1,1,0,76.5,Medium Risk
S07202,23,73,1,1,1,1,0,27,0,0,1,92,65,0,2,2,75.5,Medium Risk
S07203,23,73,2,0,0,1,0,24,1,5,1,96,86,1,1,0,85.1,Medium Risk
S07204,23,73,2,0,0,1,0,21,0,6,0,96,82,0,2,1,83.5,Medium Risk
S07205,23,73,2,0,0,1,0,23,1,17,1,58,93,1,1,0,76.5,Medium Risk
S07206,23,73,2,0,0,1,0,27,0,0,1,92,65,0,2,2,75.5,Medium Risk
S07207,23,73,2,0,2,1,0,24,1,5,1,96,86,1,1,0,85.1,Medium Risk
S07208,23,73,2,0,2,1,0,21,0,6,0,96,82,0,2,1,83.5,Medium Risk
S07209,23,73,2,0,2,1,0,23,1,17,1,58,93,1,1,0,76.5,Medium Risk
S07210,23,73,2,0,2,1,0,27,0,0,1,92,65,0,2,2,75.5,Medium Risk
S07211,25,78,1,0,1,1,0,27,3,3,0,86,68,1,2,2,76.4,Low Risk
S07212,25,78,1,0,1,1,0,26,2,20,1,86,74,0,2,1,78.80000000000001,Low Risk
S07213,27,95,2,0,0,1,1,24,0,4,0,99,95,1,0,0,96.2,Low Risk
S07214,27,95,2,0,0,1,1,29,3,20,1,62,58,0,1,2,70.3,Low Risk
S07215,27,95,2,0,0,1,1,22,0,16,1,77,84,1,0,1,85.2,Low Risk
S07216,27,95,2,0,0,1,1,22,2,15,0,66,72,1,1,1,77.1,Low Risk
S07217,27,95,1,0,0,1,1,24,0,4,0,99,95,1,0,0,96.2,Low Risk
S07218,27,95,1,0,0,1,1,29,3,20,1,62,58,0,1,2,70.3,Low Risk
S07219,27,95,1,0,0,1,1,22,0,16,1,77,84,1,0,1,85.2,Low Risk
S07220,27,95,1,0,0,1,1,22,2,15,0,66,72,1,1,1,77.1,Low Risk
S07221,20,87,1,0,1,1,1,21,1,13,1,57,52,1,2,3,64.0,Low Risk
S07222,20,87,1,0,0,1,1,21,1,13,1,57,52,1,2,3,64.0,Low Risk
S07223,20,87,2,1,1,1,1,21,1,13,1,57,52,1,2,3,64.0,Low Risk
S07224,20,87,1,1,0,1,1,21,1,13,1,57,52,1,2,3,64.0,Low Risk
S07225,20,87,1,1,2,1,1,21,1,13,1,57,52,1,2,3,64.0,Low Risk
S07226,20,87,0,0,1,1,1,21,1,13,1,57,52,1,2,3,64.0,Low Risk
S07227,12,79,1,1,1,1,1,18,2,11,1,69,83,1,1,1,77.60000000000001,Low Risk
S07228,12,79,1,1,1,1,1,22,3,2,1,94,50,1,1,3,71.9,Low Risk
S07229,12,79,1,0,1,1,1,18,2,11,1,69,83,1,1,1,77.60000000000001,Low Risk
S07230,12,79,1,0,1,1,1,22,3,2,1,94,50,1,1,3,71.9,Low Risk
S07231,12,79,0,0,0,1,1,18,2,11,1,69,83,1,1,1,77.60000000000001,Low Risk
S07232,12,79,0,0,0,1,1,22,3,2,1,94,50,1,1,3,71.9,Low Risk
S07233,11,97,1,1,0,1,0,21,0,19,1,75,62,1,0,2,76.39999999999999,Low Risk
S07234,11,97,1,1,0,1,0,25,1,19,1,52,83,1,1,1,77.9,Low Risk
S07235,11,97,1,1,0,1,0,19,0,18,0,85,73,1,1,1,83.8,Low Risk
S07236,11,97,1,1,0,1,0,29,2,19,1,62,80,1,2,1,79.69999999999999,Low Risk
S07237,11,97,0,1,1,1,0,21,0,19,1,75,62,1,0,2,76.39999999999999,Low Risk
S07238,11,97,0,1,1,1,0,25,1,19,1,52,83,1,1,1,77.9,Low Risk
S07239,11,97,0,1,1,1,0,19,0,18,0,85,73,1,1,1,83.8,Low Risk
S07240,11,97,0,1,1,1,0,29,2,19,1,62,80,1,2,1,79.69999999999999,Low Risk
S07241,11,97,1,1,0,1,0,21,0,19,1,75,62,1,0,2,76.39999999999999,Low Risk
S07242,11,97,1,1,0,1,0,25,1,19,1,52,83,1,1,1,77.9,Low Risk
S07243,11,97,1,1,0,1,0,19,0,18,0,85,73,1,1,1,83.8,Low Risk
S07244,11,97,1,1,0,1,0,29,2,19,1,62,80,1,2,1,79.69999999999999,Low Risk
S07245,11,97,1,0,2,1,0,21,0,19,1,75,62,1,0,2,76.39999999999999,Low Risk
S07246,11,97,1,0,2,1,0,25,1,19,1,52,83,1,1,1,77.9,Low Risk
S07247,11,97,1,0,2,1,0,19,0,18,0,85,73,1,1,1,83.8,Low Risk
S07248,11,97,1,0,2,1,0,29,2,19,1,62,80,1,2,1,79.69999999999999,Low Risk
S07249,29,80,0,0,2,1,1,23,2,18,1,52,51,1,2,3,60.0,Low Risk
S07250,29,80,0,0,2,1,1,29,0,0,0,69,89,0,2,0,80.3,Low Risk
S07251,29,80,1,1,2,0,1,23,2,18,1,52,51,1,2,3,60.0,Low Risk
S07252,29,80,1,1,2,0,1,29,0,0,0,69,89,0,2,0,80.3,Low Risk
S07253,18,88,2,1,0,1,0,27,1,3,1,89,90,1,2,0,89.1,Low Risk
S07254,18,88,2,1,0,1,0,24,3,13,1,96,45,0,2,3,73.19999999999999,Medium Risk
S07255,18,88,1,0,0,1,0,27,1,3,1,89,90,1,2,0,89.1,Low Risk
S07256,18,88,1,0,0,1,0,24,3,13,1,96,45,0,2,3,73.19999999999999,Medium Risk
S07257,18,88,0,1,1,1,0,27,1,3,1,89,90,1,2,0,89.1,Low Risk
S07258,18,88,0,1,1,1,0,24,3,13,1,96,45,0,2,3,73.19999999999999,Medium Risk
S07259,18,88,1,0,1,1,0,27,1,3,1,89,90,1,2,0,89.1,Low Risk
S07260,18,88,1,0,1,1,0,24,3,13,1,96,45,0,2,3,73.19999999999999,Medium Risk
S07261,23,93,0,1,2,0,1,18,1,1,1,56,66,1,0,2,71.1,Low Risk
S07262,23,93,0,0,1,1,1,18,1,1,1,56,66,1,0,2,71.1,Low Risk
S07263,23,93,0,1,0,1,1,18,1,1,1,56,66,1,0,2,71.1,Low Risk
S07264,23,93,2,0,2,1,1,18,1,1,1,56,66,1,0,2,71.1,Low Risk
S07265,23,93,1,1,0,0,1,18,1,1,1,56,66,1,0,2,71.1,Low Risk
S07266,26,99,2,1,2,1,0,24,2,13,0,65,68,1,2,2,76.4,Low Risk
S07267,26,99,2,1,2,1,0,29,0,1,1,93,77,1,1,1,88.4,Low Risk
S07268,21,95,0,1,1,1,0,25,1,20,0,53,90,1,1,0,80.4,Low Risk
S07269,21,95,0,1,1,1,0,21,2,13,0,60,88,0,0,0,81.7,Low Risk
S07270,21,95,1,1,1,1,0,25,1,20,0,53,90,1,1,0,80.4,Low Risk
S07271,21,95,1,1,1,1,0,21,2,13,0,60,88,0,0,0,81.7,Low Risk
S07272,18,71,0,0,1,1,0,25,3,13,0,83,56,0,2,2,68.6,Medium Risk
S07273,18,71,0,0,1,1,0,20,0,14,0,67,54,1,2,3,63.0,Medium Risk
S07274,18,71,1,0,2,1,0,25,3,13,0,83,56,0,2,2,68.6,Medium Risk
S07275,18,71,1,0,2,1,0,20,0,14,0,67,54,1,2,3,63.0,Medium Risk
S07276,18,71,1,1,0,1,0,25,3,13,0,83,56,0,2,2,68.6,Medium Risk
S07277,18,71,1,1,0,1,0,20,0,14,0,67,54,1,2,3,63.0,Medium Risk
S07278,18,71,1,0,1,1,0,25,3,13,0,83,56,0,2,2,68.6,Medium Risk
S07279,18,71,1,0,1,1,0,20,0,14,0,67,54,1,2,3,63.0,Medium Risk
S07280,18,71,2,1,1,1,0,25,3,13,0,83,56,0,2,2,68.6,Medium Risk
S07281,18,71,2,1,1,1,0,20,0,14,0,67,54,1,2,3,63.0,Medium Risk
S07282,18,71,0,1,1,1,0,25,3,13,0,83,56,0,2,2,68.6,Medium Risk
S07283,18,71,0,1,1,1,0,20,0,14,0,67,54,1,2,3,63.0,Medium Risk
S07284,20,64,2,0,1,1,0,27,2,20,0,82,45,0,0,3,61.8,Medium Risk
S07285,20,64,1,1,1,1,0,27,2,20,0,82,45,0,0,3,61.8,Medium Risk
S07286,20,64,2,0,2,0,0,27,2,20,0,82,45,0,0,3,61.8,Medium Risk
S07287,20,64,1,0,1,1,0,27,2,20,0,82,45,0,0,3,61.8,Medium Risk
S07288,20,64,1,1,1,1,0,27,2,20,0,82,45,0,0,3,61.8,Medium Risk
S07289,20,64,0,1,2,1,0,27,2,20,0,82,45,0,0,3,61.8,Medium Risk
S07290,24,85,1,1,1,1,0,20,1,8,1,95,47,1,1,3,72.8,Medium Risk
S07291,24,85,1,1,1,1,0,23,0,5,1,100,64,1,1,2,81.1,Low Risk
S07292,24,85,1,1,1,0,0,20,1,8,1,95,47,1,1,3,72.8,Medium Risk
S07293,24,85,1,1,1,0,0,23,0,5,1,100,64,1,1,2,81.1,Low Risk
S07294,24,85,1,1,2,1,0,20,1,8,1,95,47,1,1,3,72.8,Medium Risk
S07295,24,85,1,1,2,1,0,23,0,5,1,100,64,1,1,2,81.1,Low Risk
S07296,24,85,1,1,0,1,0,20,1,8,1,95,47,1,1,3,72.8,Medium Risk
S07297,24,85,1,1,0,1,0,23,0,5,1,100,64,1,1,2,81.1,Low Risk
S07298,24,85,2,0,1,1,0,20,1,8,1,95,47,1,1,3,72.8,Medium Risk
S07299,24,85,2,0,1,1,0,23,0,5,1,100,64,1,1,2,81.1,Low Risk
S07300,20,85,2,0,1,1,0,19,1,0,1,89,95,0,2,0,90.2,Low Risk
S07301,20,85,2,0,1,1,0,20,1,11,1,84,42,1,0,3,67.5,Medium Risk
S07302,8,67,1,1,0,1,0,29,1,19,1,68,55,0,2,2,62.5,Medium Risk
S07303,8,67,1,1,0,1,0,29,1,19,1,72,44,1,0,3,59.3,Medium Risk
S07304,25,64,0,1,0,1,0,21,1,9,1,87,46,1,0,3,63.7,Medium Risk
S07305,25,64,0,1,0,1,0,18,1,3,1,94,84,1,1,1,81.0,Medium Risk
S07306,25,64,0,1,0,1,0,18,2,12,0,85,63,1,0,2,69.9,Medium Risk
S07307,25,64,0,1,0,1,0,26,3,1,0,98,88,1,2,0,83.8,Medium Risk
S07308,25,64,0,1,0,1,0,23,2,4,1,58,55,1,1,2,58.599999999999994,Medium Risk
S07309,25,64,0,1,0,1,0,28,3,18,0,60,99,1,2,0,76.8,Medium Risk
S07310,25,64,0,1,0,1,0,21,2,8,1,71,40,0,1,3,56.5,Medium Risk
S07311,33,74,1,0,1,1,0,20,2,15,1,87,52,1,2,3,69.1,Medium Risk
S07312,24,80,1,0,1,1,1,24,3,16,1,98,50,1,2,3,73.4,Low Risk
S07313,24,80,1,0,1,1,1,22,1,20,0,51,43,1,1,3,56.5,Medium Risk
S07314,24,80,1,0,1,1,1,27,1,1,1,96,59,0,2,2,76.4,Low Risk
S07315,24,80,1,0,1,1,1,28,1,16,0,71,96,1,2,0,83.7,Low Risk
S07316,24,80,1,0,1,1,1,28,1,15,0,88,84,0,2,1,84.0,Low Risk
S07317,24,80,2,1,2,1,1,24,3,16,1,98,50,1,2,3,73.4,Low Risk
S07318,24,80,2,1,2,1,1,22,1,20,0,51,43,1,1,3,56.5,Medium Risk
S07319,24,80,2,1,2,1,1,27,1,1,1,96,59,0,2,2,76.4,Low Risk
S07320,24,80,2,1,2,1,1,28,1,16,0,71,96,1,2,0,83.7,Low Risk
S07321,24,80,2,1,2,1,1,28,1,15,0,88,84,0,2,1,84.0,Low Risk
S07322,24,80,1,1,0,1,1,24,3,16,1,98,50,1,2,3,73.4,Low Risk
S07323,24,80,1,1,0,1,1,22,1,20,0,51,43,1,1,3,56.5,Medium Risk
S07324,24,80,1,1,0,1,1,27,1,1,1,96,59,0,2,2,76.4,Low Risk
S07325,24,80,1,1,0,1,1,28,1,16,0,71,96,1,2,0,83.7,Low Risk
S07326,24,80,1,1,0,1,1,28,1,15,0,88,84,0,2,1,84.0,Low Risk
S07327,24,80,2,0,1,1,1,24,3,16,1,98,50,1,2,3,73.4,Low Risk
S07328,24,80,2,0,1,1,1,22,1,20,0,51,43,1,1,3,56.5,Medium Risk
S07329,24,80,2,0,1,1,1,27,1,1,1,96,59,0,2,2,76.4,Low Risk
S07330,24,80,2,0,1,1,1,28,1,16,0,71,96,1,2,0,83.7,Low Risk
S07331,24,80,2,0,1,1,1,28,1,15,0,88,84,0,2,1,84.0,Low Risk
S07332,24,80,2,0,2,1,1,24,3,16,1,98,50,1,2,3,73.4,Low Risk
S07333,24,80,2,0,2,1,1,22,1,20,0,51,43,1,1,3,56.5,Medium Risk
S07334,24,80,2,0,2,1,1,27,1,1,1,96,59,0,2,2,76.4,Low Risk
S07335,24,80,2,0,2,1,1,28,1,16,0,71,96,1,2,0,83.7,Low Risk
S07336,24,80,2,0,2,1,1,28,1,15,0,88,84,0,2,1,84.0,Low Risk
S07337,24,80,1,0,0,1,1,24,3,16,1,98,50,1,2,3,73.4,Low Risk
S07338,24,80,1,0,0,1,1,22,1,20,0,51,43,1,1,3,56.5,Medium Risk
S07339,24,80,1,0,0,1,1,27,1,1,1,96,59,0,2,2,76.4,Low Risk
S07340,24,80,1,0,0,1,1,28,1,16,0,71,96,1,2,0,83.7,Low Risk
S07341,24,80,1,0,0,1,1,28,1,15,0,88,84,0,2,1,84.0,Low Risk
S07342,24,80,2,1,1,1,1,24,3,16,1,98,50,1,2,3,73.4,Low Risk
S07343,24,80,2,1,1,1,1,22,1,20,0,51,43,1,1,3,56.5,Medium Risk
S07344,24,80,2,1,1,1,1,27,1,1,1,96,59,0,2,2,76.4,Low Risk
S07345,24,80,2,1,1,1,1,28,1,16,0,71,96,1,2,0,83.7,Low Risk
S07346,24,80,2,1,1,1,1,28,1,15,0,88,84,0,2,1,84.0,Low Risk
S07347,14,77,2,0,1,1,0,21,1,5,0,68,92,1,0,0,80.3,Low Risk
S07348,14,77,2,0,1,1,0,20,1,13,1,77,97,1,2,0,85.0,Low Risk
S07349,14,77,2,0,1,1,0,18,2,20,1,67,69,1,2,2,70.8,Low Risk
S07350,14,77,0,0,0,1,0,21,1,5,0,68,92,1,0,0,80.3,Low Risk
S07351,14,77,0,0,0,1,0,20,1,13,1,77,97,1,2,0,85.0,Low Risk
S07352,14,77,0,0,0,1,0,18,2,20,1,67,69,1,2,2,70.8,Low Risk
S07353,14,77,1,1,0,1,0,21,1,5,0,68,92,1,0,0,80.3,Low Risk
S07354,14,77,1,1,0,1,0,20,1,13,1,77,97,1,2,0,85.0,Low Risk
S07355,14,77,1,1,0,1,0,18,2,20,1,67,69,1,2,2,70.8,Low Risk
S07356,16,98,0,1,1,1,1,23,0,1,1,79,59,1,2,2,76.69999999999999,Low Risk
S07357,16,98,0,1,1,1,1,28,0,11,0,63,43,1,2,3,65.5,Medium Risk
S07358,16,98,0,1,1,1,1,18,3,19,0,73,80,0,1,1,83.3,Low Risk
S07359,16,98,0,1,1,1,1,24,0,16,0,65,67,0,1,2,75.69999999999999,Low Risk
S07360,16,98,0,1,1,1,1,27,0,0,1,84,99,1,2,0,94.19999999999999,Low Risk
S07361,16,98,0,0,0,1,1,23,0,1,1,79,59,1,2,2,76.69999999999999,Low Risk
S07362,16,98,0,0,0,1,1,28,0,11,0,63,43,1,2,3,65.5,Medium Risk
S07363,16,98,0,0,0,1,1,18,3,19,0,73,80,0,1,1,83.3,Low Risk
S07364,16,98,0,0,0,1,1,24,0,16,0,65,67,0,1,2,75.69999999999999,Low Risk
S07365,16,98,0,0,0,1,1,27,0,0,1,84,99,1,2,0,94.19999999999999,Low Risk
S07366,16,98,1,1,0,1,1,23,0,1,1,79,59,1,2,2,76.69999999999999,Low Risk
S07367,16,98,1,1,0,1,1,28,0,11,0,63,43,1,2,3,65.5,Medium Risk
S07368,16,98,1,1,0,1,1,18,3,19,0,73,80,0,1,1,83.3,Low Risk
S07369,16,98,1,1,0,1,1,24,0,16,0,65,67,0,1,2,75.69999999999999,Low Risk
S07370,16,98,1,1,0,1,1,27,0,0,1,84,99,1,2,0,94.19999999999999,Low Risk
S07371,31,69,1,0,1,0,1,29,1,3,0,55,85,1,1,0,71.2,Medium Risk
S07372,31,69,1,0,1,0,1,20,1,20,0,98,64,1,2,2,75.7,Medium Risk
S07373,31,69,0,1,1,1,1,29,1,3,0,55,85,1,1,0,71.2,Medium Risk
S07374,31,69,0,1,1,1,1,20,1,20,0,98,64,1,2,2,75.7,Medium Risk
S07375,31,69,0,1,0,1,1,29,1,3,0,55,85,1,1,0,71.2,Medium Risk
S07376,31,69,0,1,0,1,1,20,1,20,0,98,64,1,2,2,75.7,Medium Risk
S07377,19,81,2,0,0,0,0,18,1,16,0,85,57,1,0,2,72.6,Low Risk
S07378,19,81,2,0,0,0,0,20,2,2,1,76,74,1,2,1,76.7,Low Risk
S07379,19,81,1,0,1,1,0,18,1,16,0,85,57,1,0,2,72.6,Low Risk
S07380,19,81,1,0,1,1,0,20,2,2,1,76,74,1,2,1,76.7,Low Risk
S07381,19,81,2,1,1,0,0,18,1,16,0,85,57,1,0,2,72.6,Low Risk
S07382,19,81,2,1,1,0,0,20,2,2,1,76,74,1,2,1,76.7,Low Risk
S07383,19,81,2,0,1,1,0,18,1,16,0,85,57,1,0,2,72.6,Low Risk
S07384,19,81,2,0,1,1,0,20,2,2,1,76,74,1,2,1,76.7,Low Risk
S07385,21,89,1,1,0,1,1,29,0,4,0,86,40,1,1,3,68.5,Medium Risk
S07386,21,89,0,1,1,1,1,29,0,4,0,86,40,1,1,3,68.5,Medium Risk
S07387,21,89,2,1,1,1,1,29,0,4,0,86,40,1,1,3,68.5,Medium Risk
S07388,21,89,1,0,1,1,1,29,0,4,0,86,40,1,1,3,68.5,Medium Risk
S07389,21,89,1,0,0,1,1,29,0,4,0,86,40,1,1,3,68.5,Medium Risk
S07390,23,97,0,1,1,1,1,23,0,11,0,86,77,1,2,1,85.7,Low Risk
S07391,23,97,0,1,1,1,1,29,1,17,0,55,76,1,1,1,76.0,Low Risk
S07392,23,97,0,1,1,1,1,20,2,9,0,60,99,1,0,0,86.7,Low Risk
S07393,23,97,2,1,0,1,1,23,0,11,0,86,77,1,2,1,85.7,Low Risk
S07394,23,97,2,1,0,1,1,29,1,17,0,55,76,1,1,1,76.0,Low Risk
S07395,23,97,2,1,0,1,1,20,2,9,0,60,99,1,0,0,86.7,Low Risk
S07396,23,97,2,0,1,0,1,23,0,11,0,86,77,1,2,1,85.7,Low Risk
S07397,23,97,2,0,1,0,1,29,1,17,0,55,76,1,1,1,76.0,Low Risk
S07398,23,97,2,0,1,0,1,20,2,9,0,60,99,1,0,0,86.7,Low Risk
S07399,23,97,1,1,1,1,1,23,0,11,0,86,77,1,2,1,85.7,Low Risk
S07400,23,97,1,1,1,1,1,29,1,17,0,55,76,1,1,1,76.0,Low Risk
S07401,23,97,1,1,1,1,1,20,2,9,0,60,99,1,0,0,86.7,Low Risk
S07402,23,97,2,1,0,0,1,23,0,11,0,86,77,1,2,1,85.7,Low Risk
S07403,23,97,2,1,0,0,1,29,1,17,0,55,76,1,1,1,76.0,Low Risk
S07404,23,97,2,1,0,0,1,20,2,9,0,60,99,1,0,0,86.7,Low Risk
S07405,23,97,0,1,2,1,1,23,0,11,0,86,77,1,2,1,85.7,Low Risk
S07406,23,97,0,1,2,1,1,29,1,17,0,55,76,1,1,1,76.0,Low Risk
S07407,23,97,0,1,2,1,1,20,2,9,0,60,99,1,0,0,86.7,Low Risk
S07408,23,97,2,1,0,1,1,23,0,11,0,86,77,1,2,1,85.7,Low Risk
S07409,23,97,2,1,0,1,1,29,1,17,0,55,76,1,1,1,76.0,Low Risk
S07410,23,97,2,1,0,1,1,20,2,9,0,60,99,1,0,0,86.7,Low Risk
